Peeps  : 1C 29g 113c 1.5p
Cocoa Pebbles  : 1C 36g 140c 2.7p
Good Karma flaxmilk  : 1C 256g 25c 1p
Chobani zero sugar vanilla Greek yogurt  : 1C 227g 93c 17.3p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Swerve SR  : 1T 14g 0c 0p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Whole Foods Lilly's chocolate rugelach  : 1 28g 110c 1p
Safeway bakery chocolate extreme jumbo cookie  : 1 57g 234c 4p
Refreshe iced tea & lemonade flour  : 1T 10g 34c 1p
Swerve SR  : 1T 14g 0c 0p
baking powder  : 21t 100g 21c 0.4p
baking soda  : 21t 100g 0c 0p
nutmeg  : 1t 2.2g 12c 0.1p
cinnamon  : 1T 8g 19c 0.5p
Good Karma flaxmilk  : 1C 256g 25c 1p
Chobani zero sugar vanilla Greek yogurt  : 1C 227g 93c 17.3p
Lucerne liquid egg product  : 4T 56g 30c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
lemon juice  : 1T 15g 0c 0p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Maple Grove Farms sugar free original syrup  : 2T 32g 5c 0p
Frog Hollow Farms mini apricots  : 100g 48c 0.8p 
apricots 4218  : 100g 48c 0.8p 
Ranier cherries 4258  : 100g 50c 1p 
cherries 4045  : 100g 77c 1.1p 
cheesy sauce Jasmine rice  : 4T 45g 160c 3p
Star extra virgin olive oil  : 1T 12g 120c 0p
catfish  : 113g 120c 16p 
green onion  : 100g 32c 1.5p 
peas  : 8T 85g 70c 4p
Fud queso oaxaqueno  : 4T 28g 90c 6p
Safeway bakery chocolate extreme jumbo cookie  : 1 57g 234c 4p
Tillamook Oregon Dark Cherry  : 1C 143g 315c 4.5p
flour  : 1T 10g 34c 1p
Swerve SR  : 1T 14g 0c 0p
baking powder  : 21t 100g 21c 0.4p
baking soda  : 21t 100g 0c 0p
nutmeg  : 1t 2.2g 12c 0.1p
cinnamon  : 1T 8g 19c 0.5p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 1C 227g 93c 17.3p
Lucerne liquid egg product  : 4T 56g 30c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
lemon juice  : 1T 15g 0c 0p
El Mexicano nacho cheese sauce  : 4T 62g 80c 1p
O'Food gochujang  : 1t 5g 10c 0.1p
Signature Select sweet & spicy mustard  : 1t 5g 10c 0p
popcorn cheese  : 2T 15g 70c 3p
cinnamon  : 1T 8g 19c 0.5p
Swerve BSR  : 1T 16g 0c 0p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Quaker old fashioned oats  : 8T 40g 150c 5p
Swerve BSR  : 1T 16g 0c 0p
nutmeg  : 1t 2.2g 12c 0.1p
cinnamon  : 1T 8g 19c 0.5p
Hershey's Special dark cocoa  : 1T 5g 10c 1.2p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 170g 70c 13p 
honey  : 1T 22g 65c 0.6p
1C : 1C 32g 112c 3.2 black plum 4042 100g
Very Cherry Plums  : 100g 52c 1p 
apricot 4218  : 100g 48c 0.8p 
aprium 3422  : 100g 48c 1.0p 
Ranier cherries 4258  : 100g 50c 1p 
cherries 4045  : 100g 77c 1.1p 
Frosted mini wheats  : 1C 60g 210c 5p
Honey Bunches of Oats  : 1C 40g 160c 2.7p
Honey Nut Cheerios  : 1C 37g 140c 3p
Cap'n Crunch  : 1C 38g 150c 2p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 1C 227g 93c 17.3p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Swerve SR  : 1T 14g 0c 0p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Whole Foods Lilly's chocolate rugelach  : 1 28g 110c 1p
Safeway bakery chocolate extreme jumbo cookie  : 1 57g 234c 4p
Quaker old fashioned oats  : 8T 40g 150c 5p
Swerve BSR  : 1T 16g 0c 0p
nutmeg  : 1t 2.2g 12c 0.1p
cinnamon  : 1T 8g 19c 0.5p
Hershey's Special dark cocoa  : 1T 5g 10c 1.2p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 170g 70c 13p 
honey  : 1T 22g 65c 0.6p
Special K Chocolatey Delight  : 1C 42g 160c 3p
red velvet plum 3229  : 100g 60c 0.7 black plumcot 3611 100g 45c
Ranier cherries 4258  : 100g 50c 1p 
cherries 4045  : 100g 77c 1.1p 
Jasmine rice  : 4T 45g 160c 3p
Star extra virgin olive oil  : 1T 12g 120c 0p
catfish  : 113g 120c 16p 
green onion  : 100g 32c 1.5p 
peas  : 8T 85g 70c 4p
Safeway bakery chocolate extreme jumbo cookie  : 1 57g 234c 4p
Tillamook Oregon Dark Cherry  : 1C 143g 315c 4.5p
HanAsia ginger honey tea  : 1T 20g 55c 0p
Wan Ja Shan rice vinegar  : 1T 15g 0c 0p
O'Food gochujang  : 1t 5g 10c 0.1p
Kimlan soy paste  : 1T 19g 10c 0.4p
Mizkan mirin  : 1T 15g 45c 0p
Swerve SR  : 1T 14g 0c 0p
Quaker old fashioned oats  : 8T 40g 150c 5p
Swerve BSR  : 1T 16g 0c 0p
nutmeg  : 1t 2.2g 12c 0.1p
cinnamon  : 1T 8g 19c 0.5p
Hershey's Special dark cocoa  : 1T 5g 10c 1.2p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 170g 70c 13p 
honey  : 1T 22g 65c 0.6p
Lucky Charms Chocolatey Chocolate  : 1C 36g 140c 2p
blueberries  : 100g 58c 0.7p 
red velvet plum 3229  : 100g 60c 0.7 peach 4044 100g 39c
Ranier cherries 4258  : 100g 50c 1p 
cherries 4045  : 100g 77c 1.1p 
Frosted mini wheats  : 1C 60g 210c 5p
Chocolate Chex  : 1C 43g 180c 4.3p
Cocoa Puffs Loaded  : w  vanilla creme 1C 42g 180c
Double Chocolate Brownie Batter Krave  : 1C 41g 170c 3p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 1C 227g 93c 17.3p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Swerve SR  : 1T 14g 0c 0p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
The Buttery salted caramel chocolate ganache cake  : 100g 420c 4.8p 
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Maple Grove Farms sugar free original syrup  : 2T 32g 5c 0p
blueberries  : 100g 58c 0.7p 
black pluot 4040  : 100g 43c 0.7p 
apricots 4218  : 100g 48c 0.8p 
Ranier cherries 4258  : 100g 50c 1p 
cherries 4045  : 100g 77c 1.1p 
Signature Select pink salmon  : 0.33C 85g 100c 16p
packing 101g, salmon  : 330g cn peas 8T 85g 70c
frozen corn  : 8T 85g 90c 3p
Santitas totopos de maiz  : 9 28g 140c 2p
Fud queso oaxaqueno  : 4T 28g 90c 6p
Safeway bakery chocolate extreme jumbo cookie  : 1 57g 234c 4p
The Buttery chocolate ginger cookie  : 30g 116c 1.3p 
flour  : 1T 10g 34c 1p
Swerve SR  : 1T 14g 0c 0p
baking powder  : 21t 100g 21c 0.4p
baking soda  : 21t 100g 0c 0p
nutmeg  : 1t 2.2g 12c 0.1p
cinnamon  : 1T 8g 19c 0.5p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 1C 227g 93c 17.3p
Lucerne liquid egg product  : 4T 56g 30c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
lemon juice  : 1T 15g 0c 0p
Best Foods spicy mayo  : 1T 15g 40c 0p
Signature Select sweet & spicy mustard  : 1t 5g 10c 0p
lemon juice  : 1T 15g 0c 0p
El Mexicano nacho cheese sauce  : 4T 62g 80c 1p
popcorn cheese  : 2T 15g 70c 2.5p
onion powder  : 1T 6.9g 18c 0.3p
ginger powder  : 1t 1.8g 4c 0.1p
cumin  : 1T 5g 5c 0.1 crushed red pepper 1t
cilantro flakes  : 1T 2g 5c 0.1p
chipotle  : 1t 3g 7c 0.2p
garlic salt  : 1t 3.6g 4c 0.1p
minced garlic  : 1T 20g 15c 0p
Smuckers sugar free apricot preserves  : 1T 17g 10c 0p
Very Cherry Plums  : 100g 52c 1p 
pluot 3609  : 100g 45c 0.8p 
peach 4044  : 100g 39c 0.9p 
Ranier cherries 4258  : 100g 50c 1p 
cherries 4045  : 100g 77c 1.1p 
Frosted mini wheats  : 1C 60g 210c 5p
Special K Chocolatey Delight  : 1C 42g 160c 3p
Honey Nut Cheerios  : 1C 37g 140c 3p
Life  : 1C 42g 160c 4p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 1C 227g 93c 17.3p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Swerve BSR  : 1T 16g 0c 0p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
pumpkin cookie  : 38g 130c 1.3p 
chocolate ginger cookie  : 30g 116c 1.3p 
flour  : 1T 10g 34c 1p
Swerve SR  : 1T 14g 0c 0p
baking powder  : 21t 100g 21c 0.4p
baking soda  : 21t 100g 0c 0p
nutmeg  : 1t 2.2g 12c 0.1p
cinnamon  : 1T 8g 19c 0.5p
Tang  : 1sc 36g 140c 0p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 1C 227g 93c 17.3p
Lucerne liquid egg product  : 4T 56g 30c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
lemon juice  : 1T 15g 0c 0p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Maple Grove Farms sugar free original syrup  : 2T 32g 5c 0p
Very Cherry Plums  : 100g 52c 1p 
apricot 4218  : 100g 48c 0.8p 
nectarine 4378  : 100g 39c 0.9p 
Ranier cherries 4258  : 100g 50c 1p 
cherries 4045  : 100g 77c 1.1p 
Korean BBQ sauce Jasmine rice  : 4T 45g 160c 3p
Star extra virgin olive oil  : 1T 12g 120c 0p
tilapia  : 100g 125c 23p 
green onion  : 100g 32c 1.5p 
okra  : 100g 33c 1.9p 
peas  : 8T 85g 70c 4p
Whole Foods Lilly's chocolate rugelach  : 1 28g 110c 1p
flour  : 1T 10g 34c 1p
Swerve BSR  : 1T 16g 0c 0p
baking powder  : 21t 100g 21c 0.4p
baking soda  : 21t 100g 0c 0p
nutmeg  : 1t 2.2g 12c 0.1p
cinnamon  : 1T 8g 19c 0.5p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 1C 227g 93c 17.3p
Lucerne liquid egg product  : 4T 56g 30c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
lemon juice  : 1T 15g 0c 0p
HanAsia Korean BBQ sauce  : 1T 18g 30c 1p
G Hughes sugar free ketchup  : 1T 16g 5c 0p
O'Food gochujang  : 1t 5g 10c 0.1p
HanAsia ginger honey tea  : 1T 20g 55c 0p
Signature Select sweet & spicy mustard  : 1t 5g 10c 0p
Swerve SR  : 1T 14g 0c 0p
Signature Select semii-sweet chocolate chips  : 1T 15g 70c 0.4p
Maple Grove Farms sugar free original syrup  : 2T 32g 5c 0p
blueberries  : 100g 58c 0.7p 
dino egg 3278  : 100g 45c 0.7p 
apricots 4218  : 100g 48c 0.8p 
cherries 4045  : 100g 77c 1.1p 
Frosted mini wheats  : 1C 60g 210c 5p
Honey Bunches of Oats  : 1C 40g 160c 2.7p
Oreo O's  : 1C 30g 120c 1p
Chocolate Krave  : 1C 41g 170c 3p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 1C 227g 93c 17.3p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Swerve BSR  : 1T 16g 0c 0p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
pumpkin cookie  : 38g 130c 1.3p 
pecan butter crunch  : 50g 120c 2p 
home made ganache  : 180g 719c 0p 
Refreshe cherry limeade flour  : 1T 10g 34c 1p
Swerve BSR  : 1T 16g 0c 0p
baking powder  : 21t 100g 21c 0.4p
baking soda  : 21t 100g 0c 0p
nutmeg  : 1t 2.2g 12c 0.1p
cinnamon  : 1T 8g 19c 0.5p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 1C 227g 93c 17.3p
Lucerne liquid egg product  : 4T 56g 30c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
lemon juice  : 1T 15g 0c 0p
Quaker old fashioned oats  : 8T 40g 150c 5p
Swerve BSR  : 1T 16g 0c 0p
nutmeg  : 1t 2.2g 12c 0.1p
cinnamon  : 1T 8g 19c 0.5p
Hershey's Special dark cocoa  : 1T 5g 10c 1.2p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 170g 70c 13p 
honey  : 1T 22g 65c 0.6p
Grain Berry Multi-Bran Flakes  : 1C 32g 112c 3.2p
peach 4044  : 100g 39c 0.9p 
apricot 4218  : 100g 48c 0.8p 
aprium 3422  : 100g 48c 1.0p 
cherries 4045  : 100g 77c 1.1p 
cocktail sauce Jasmine rice  : 4T 45g 160c 3p
Star extra virgin olive oil  : 1T 12g 120c 0p
cod  : 100g 165c 20.4p 
green onion  : 100g 32c 1.5p 
okra  : 100g 33c 1.9p 
peas  : 8T 85g 70c 4p
Santa Cruz Coffee Roasting Company cinnamon coffee cake  : 120g 380c 4p 
Waterfront Bistro hot cocktail sauce  : 4T 68g 60c 1p
G Hughes sugar free ketchup  : 1T 16g 5c 0p
Kim Ve Wong soy paste  : 1T 19g 15c 0.4p
OFood gochujang marinade  : 1T 19g 40c 0.4p
Dynasty Chinese-style mustard  : 1t 5g 10c 0p
crushed red pepper  : 1t 1.8g 5.7c 0.2p
Swerve BSR  : 1T 16g 0c 0p
minced garlic  : 1T 20g 20c 0.2p
dried minced onion  : 1T 5g 17c 0.5p
Quaker old fashioned oats  : 8T 40g 150c 5p
Swerve BSR  : 1T 16g 0c 0p
nutmeg  : 1t 2.2g 12c 0.1p
cinnamon  : 1T 8g 19c 0.5p
Hershey's Special dark cocoa  : 1T 5g 10c 1.2p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 170g 70c 13p 
honey  : 1T 22g 65c 0.6p
Chocolate Krave  : 1C 41g 170c 3p
Park Way plums  : 100g 46c 0.7p 
peach 4044  : 100g 39c 0.9p 
cherries 4045  : 100g 77c 1.1p 
Ricolin Bocadin  : 4 50g 200c 1.0p
Frosted mini wheats  : 1C 60g 210c 5p
Chocolate Frosted Flakes  : 1C 39g 150c 2p
Special K Chocolatey Delight  : 1C 42g 160c 3p
Cocoa Puffs Loaded  : w  vanilla creme 1C 42g 180c
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 1C 227g 93c 17.3p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Swerve BSR  : 1T 16g 0c 0p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Santa Cruz Coffee Roasting Company blueberry coffee cake  : 100g 375c 7p 
Quaker old fashioned oats  : 8T 40g 150c 5p
Swerve aSR  : 1T 14g 0c 0p
nutmeg  : 1t 2.2g 12c 0.1p
cinnamon  : 1T 8g 19c 0.5p
Hershey's Special dark cocoa  : 1T 5g 10c 1.2p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 170g 70c 13p 
honey  : 1T 22g 65c 0.6p
Oreo O's  : 1C 30g 120c 1p
Park Way plums  : 100g 46c 0.7p 
black plumcot 3611  : 100g 45c 0.7p 
aprium 3422  : 100g 48c 1.0p 
cherries 4045  : 100g 77c 1.1p 
gochujang sauce Jasmine rice  : 4T 45g 160c 3p
Star extra virgin olive oil  : 1T 12g 120c 0p
catfish  : 113g 120c 16p 
cod  : 100g 165c 20.4p 
green onion  : 100g 32c 1.5p 
okra  : 100g 33c 1.9p 
peas  : 8T 85g 70c 4p
Signature Select Extreme Moose Tracks  : 1C 133g 360c 6p
dark chocolate brownie  : 100g 410c 3p 
OFood gochujang marinade  : 1T 19g 40c 0.4p
G Hughes sugar free ketchup  : 1T 16g 5c 0p
Kim Ve Wong soy paste  : 1T 19g 15c 0.4p
Sambal Oelek chili paste  : 1T 15g 6c 0p
Dynasty Chinese-style mustard  : 1t 5g 10c 0p
Swerve aSR  : 1T 14g 0c 0p
Smuckers sugar free apricot preserves  : 1T 17g 10c 0p
Refreshe peach nectarine Park Way plums  : 100g 46c 0.7p 
nectarine 4378  : 100g 39c 0.9p 
apricot 4218  : 100g 48c 0.8p 
cherries 4045  : 100g 77c 1.1p 
Frosted mini wheats  : 1C 60g 210c 5p
Grain Berry Multi-Bran Flakes  : 1C 32g 112c 3.2p
Honey Nut Cheerios  : 1C 37g 140c 3p
Cocoa Pebbles  : 1C 36g 140c 2.7p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 1C 227g 93c 17.3p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Swerve aSR  : 1T 14g 0c 0p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
cinnamon apricot rugelach  : 100g 345c 3p 
flour  : 1T 10g 34c 1p
Swerve aSR  : 1T 14g 0c 0p
baking powder  : 21t 100g 21c 0.4p
baking soda  : 21t 100g 0c 0p
nutmeg  : 1t 2.2g 12c 0.1p
cinnamon  : 1T 8g 19c 0.5p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 1C 227g 93c 17.3p
Lucerne liquid egg product  : 4T 56g 30c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
lemon juice  : 1T 15g 0c 0p
Maple Grove Farms sugar free original syrup  : 2T 32g 5c 0p
blueberries  : 100g 58c 0.7p 
Very Cherry Plums  : 100g 52c 1p 
dino egg 3278  : 100g 45c 0.7p 
cherries 4045  : 100g 77c 1.1p 
Pad Thai sauce Jasmine rice  : 4T 45g 160c 3p
Star extra virgin olive oil  : 1T 12g 120c 0p
catfish  : 113g 120c 16p 
green onion  : 100g 32c 1.5p 
peas  : 8T 85g 70c 4p
cinnamon apricot rugelach  : 100g 345c 3p 
flour  : 1T 10g 34c 1p
Swerve BSR  : 1T 16g 0c 0p
baking powder  : 21t 100g 21c 0.4p
baking soda  : 21t 100g 0c 0p
nutmeg  : 1t 2.2g 12c 0.1p
cinnamon  : 1T 8g 19c 0.5p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 1C 227g 93c 17.3p
Lucerne liquid egg product  : 4T 56g 30c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
lemon juice  : 1T 15g 0c 0p
Masagana tamarind soup base  : 1t 2.5g 5c 0p
PB Fit peanut butter powder  : 2T 16g 70c 9p
honey  : 1T 22g 65c 0.6p
Swerve BSR  : 1T 16g 0c 0p
Three Crabs fish sauce  : 1T 15g 15c 2p
OFood gochujang marinade  : 1T 19g 40c 0.4p
Uncle Chen chili garlic sauce minced garlic  : 1T 20g 20c 0.2p
onion powder  : 1T 6.9g 18c 0.3p
ginger powder  : 1t 1.8g 4c 0.1p
cumin  : 1T 5g 5c 0.1 tumeric 10g
Maple Grove Farms sugar free original syrup  : 2T 32g 5c 0p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Park Way plums  : 100g 46c 0.7p 
apricot 4218  : 100g 48c 0.8p 
aprium 3422  : 100g 48c 1.0p 
cherries 4045  : 100g 77c 1.1p 
Frosted mini wheats  : 1C 60g 210c 5p
Chocolate Frosted Flakes  : 1C 39g 150c 2p
Cocoa Puffs Loaded  : w  vanilla creme 1C 42g 180c
Chocolate Chex  : 1C 43g 180c 4.3p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 1C 227g 93c 17.3p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Swerve aSR  : 1T 14g 0c 0p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
DJ's Mini Market chocolate brownie  : 100g 410c 3p 
flour  : 1T 10g 34c 1p
Swerve BSR  : 1T 16g 0c 0p
baking powder  : 21t 100g 21c 0.4p
baking soda  : 21t 100g 0c 0p
nutmeg  : 1t 2.2g 12c 0.1p
cinnamon  : 1T 8g 19c 0.5p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 1C 227g 93c 17.3p
Lucerne liquid egg product  : 4T 56g 30c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
lemon juice  : 1T 15g 0c 0p
Maple Grove Farms sugar free original syrup  : 2T 32g 5c 0p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
blueberries  : 100g 58c 0.7p 
apricot 4218  : 100g 48c 0.8p 
dino egg 3278  : 100g 45c 0.7p 
cherries 4045  : 100g 77c 1.1p 
esquites sauce Jasmine rice  : 4T 45g 160c 3p
Star extra virgin olive oil  : 1T 12g 120c 0p
Signature Select pink salmon  : 0.33C 85g 100c 16p
okra  : 100g 33c 1.9p 
green onion  : 100g 32c 1.5p 
peas  : 8T 85g 70c 4p
Fud queso oaxaqueno  : 4T 28g 90c 6p
dark chocolate brownie  : 100g 410c 3p 
Signature Select Extreme Moose Tracks  : 1C 133g 360c 6p
flour  : 1T 10g 34c 1p
Swerve BSR  : 1T 16g 0c 0p
baking powder  : 21t 100g 21c 0.4p
baking soda  : 21t 100g 0c 0p
nutmeg  : 1t 2.2g 12c 0.1p
cinnamon  : 1T 8g 19c 0.5p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 1C 227g 93c 17.3p
Lucerne liquid egg product  : 4T 56g 30c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
lemon juice  : 1T 15g 0c 0p
Best Foods spicy mayo  : 1T 15g 40c 0p
Signature Select sweet & spicy mustard  : 1t 5g 10c 0p
lemon juice  : 1T 15g 0c 0p
El Mexicano nacho cheese sauce  : 4T 62g 80c 1p
popcorn cheese  : 2T 15g 70c 2.5p
onion powder  : 1T 6.9g 18c 0.3p
ginger powder  : 1t 1.8g 4c 0.1p
cumin  : 1T 5g 5c 0.1 crushed red pepper 1t
cilantro flakes  : 1T 2g 5c 0.1p
chipotle  : 1t 3g 7c 0.2p
garlic salt  : 1t 3.6g 4c 0.1p
minced garlic  : 1T 20g 15c 0p
Quaker quick oats  : 8T 40g 150c 5p
Swerve aSR  : 1T 14g 0c 0p
nutmeg  : 1t 2.2g 12c 0.1p
cinnamon  : 1T 8g 19c 0.5p
Hershey's Special dark cocoa  : 1T 5g 10c 1.2p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Light+Fit vanilla Greek yogurt  : 170g 90c 14p 
Grain Berry Multi-Bran Flakes  : 1C 32g 112c 3.2p
blueberries  : 100g 58c 0.7p 
apricot 4218  : 100g 48c 0.8p 
red velvet plum 3229  : 100g 60c 0.7 cherries 4045 100g 77c
Frosted mini wheats  : 1C 60g 210c 5p
Honey Bunches of Oats  : 1C 40g 160c 2.7p
Lucky Charms Chocolatey Chocolate  : 1C 36g 140c 2p
Cocoa Pebbles  : 1C 36g 140c 2.7p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Light+Fit vanilla Greek yogurt  : 170g 90c 14p 
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Swerve aSR  : 1T 14g 0c 0p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Safeway bakery iced fudge brownie  : 100g 393c 7.1p 
Quaker quick oats  : 8T 40g 150c 5p
Swerve aSR  : 1T 14g 0c 0p
nutmeg  : 1t 2.2g 12c 0.1p
cinnamon  : 1T 8g 19c 0.5p
Hershey's Special dark cocoa  : 1T 5g 10c 1.2p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Light+Fit vanilla Greek yogurt  : 170g 90c 14p 
Oreo O's  : 1C 30g 120c 1p
BBQ sauce Jasmine rice  : 4T 45g 160c 3p
Star extra virgin olive oil  : 1T 12g 120c 0p
catfish  : 113g 120c 16p 
tilapia  : 100g 125c 23p 
green onion  : 100g 32c 1.5p 
okra  : 100g 33c 1.9p 
peas  : 8T 85g 70c 4p
Sichuan Fuxin preserved radish  : 30g 65c 1p 
Safeway bakery iced fudge brownie  : 100g 393c 7.1p 
Signature Select Extreme Moose Tracks  : 1C 133g 360c 6p
Koon Chun barbecue sauce  : 2T 38g 100c 2p
HanAsia Korean BBQ sauce  : 1T 18g 30c 1p
G Hughes sugar free ketchup  : 1T 16g 5c 0p
Kim Ve Wong soy paste  : 1T 19g 15c 0.4p
Sambal Oelek chili paste  : 1T 15g 6c 0p
Dynasty Chinese-style mustard  : 1t 5g 10c 0p
Swerve aSR  : 1T 14g 0c 0p
Quaker quick oats  : 8T 40g 150c 5p
Swerve aSR  : 1T 14g 0c 0p
nutmeg  : 1t 2.2g 12c 0.1p
cinnamon  : 1T 8g 19c 0.5p
Hershey's Special dark cocoa  : 1T 5g 10c 1.2p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Light+Fit vanilla Greek yogurt  : 170g 90c 14p 
Cap'n Crunch  : 1C 38g 150c 2p
blueberries  : 100g 58c 0.7p 
red velvet plum 3229  : 100g 60c 0.7 apricot 4218 100g 48c
cherries 4045  : 100g 77c 1.1p 
Frosted mini wheats  : 1C 60g 210c 5p
Honey Nut Cheerios  : 1C 37g 140c 3p
Lucky Charms Chocolatey Chocolate  : 1C 36g 140c 2p
Cocoa Puffs Loaded  : w  vanilla creme 1C 42g 180c
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Light+Fit vanilla Greek yogurt  : 170g 90c 14p 
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Swerve BSR  : 1T 16g 0c 0p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
DJ's Mini Market chocolate brownie  : 100g 410c 3p 
Walden Farms 0c blueberry syrup  : 2T 32g 0c 0p
Signature Select dried wild blueberries32  : 4T 40g 150c 0p
blueberries  : 100g 58c 0.7p 
apricot 4218  : 100g 48c 0.8p 
aprium 3422  : 100g 48c 1.0p 
cherries 4045  : 100g 77c 1.1p 
chili sauce Jasmine rice  : 4T 45g 160c 3p
Star extra virgin olive oil  : 1T 12g 120c 0p
catfish  : 113g 120c 16p 
tilapia  : 100g 125c 23p 
green onion  : 100g 32c 1.5p 
okra  : 100g 33c 1.9p 
peas  : 8T 85g 70c 4p
Sichuan Fuxin preserved radish  : 30g 65c 1p 
Safeway bakery iced fudge brownie  : 100g 393c 7.1p 
flour  : 1T 10g 34c 1p
Swerve aSR  : 1T 14g 0c 0p
baking powder  : 21t 100g 21c 0.4p
baking soda  : 21t 100g 0c 0p
nutmeg  : 1t 2.2g 12c 0.1p
cinnamon  : 1T 8g 19c 0.5p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Light+Fit vanilla Greek yogurt  : 170g 90c 14p 
Lucerne liquid egg product  : 4T 56g 30c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
lemon juice  : 1T 15g 0c 0p
Sambal Oelek chili paste  : 1T 15g 6c 0p
G Hughes sugar free ketchup  : 1T 16g 5c 0p
Kim Ve Wong soy paste  : 1T 19g 15c 0.4p
